product_id,product_name,about_product,actual_price,Client A Catgories,Client B department,Client b Price Tier
B07JJFSG2B,SanDisk Ultra 128 GB USB 3.0 Pen Drive (Black),USB 3.0 enabled (USB 2.0 compatible)|Transfer up to 10 times faster than standard USB 2.0 drives; up to 100MB/s read speed|Secure file encryption and password protection|Stylish and portable design|SanDisk secure access software keeps files private|Country of Origin: Malaysia,"2,500",Mobile > Phones > Premium Tier,Electronics,Mid-Range
B0B1YZ9CB8,Acer 139 cm (55 inches) I Series 4K Ultra HD Android Smart LED TV AR55AR2851UDFL (Black),"Resolution : 4K Ultra HD (3840x2160) | Refresh Rate : 60 Hertz | 178 Degree wide viewing angle|Connectivity: Dual band Wifi | 2 way Bluetooth | HDMI ports 2.1 x 3 (HDMI 1 supports eARC) to connect personal computer, laptop, set top box, Blu-ray speakers or a gaming console | USB ports 2.0 x 1, 3.0 x 1 to connect hard drives or other USB device|Sound: 30 Watts Output | High Fidelity Speakers with Dolby Audio | 5 Sound Modes - Movie, Music, Standard, News, Sports|Smart Tv Features: Google certified Android TV 11 | Google Assistant | Chromecast built-in | Voice controlled Smart Remote | Hotkeys for Quick Access - Netflix, Prime Video, YouTube, Disney+Hotstar | 5 Picture Mode | 2GB RAM | 16GB Storage | 64bit Quad Core Processor|Display : 1.07 Billion colours | MEMC | Wide Colour Gamut+ | Intelligent Frame Stabilization Engine | Dynamic Signal Calibration | HDR10+ with HLG | UHD Upscaling | Super Brightness | Micro Dimming | Blue Light Reduction | 178 degree Wide viewing angle|Warranty Information: 2 years comprehensive warranty provided by the manufacturer from date of purchase|Installation: Installation/Wall mounting/demo will be arranged by AHS Team. For any other information, please contact Amazon customer support | Wall Mount is not included in the box and will be charged at the time of installation|Easy Returns: This product is eligible for replacement within 10 days of delivery in case of any product defects, damage or features not matching the description","47,990",Mobile > Phones > Premium Tier,Electronics,Premium
B0B6F98KJJ,MI 100 cm (40 inches) 5A Series Full HD Smart Android LED TV with 24W Dolby Audio & Metal Bezel-Less Frame (Black) (2022 Model),"Note : The brands, Mi and Xiaomi, are part of the same multinational conglomerate|Resolution : Full HD (1920 x 1080) Resolution | Refresh Rate : 60 Hertz | 178 Degree wide viewing angle|Connectivity: Dual Band Wi-Fi | 2 HDMI ports to connect latest gaming consoles, set top box, Blu-ray Players | 2 USB ports to connect hard drives and other USB devices | ALLM | ARC | Bluetooth 5.0 | Ethernet|Sound: 24 Watts Output | Dolby Audio, DTS:X, DTS Virtual: X|Smart TV Features : Android TV 11 | PatchWall | IMDb Integration | Universal Search | 300+ Free Live Channels | Kids Mode with Parental lock | Smart Recommendations | Language Universe – 15+ Languages | User Centre | Okay Google | Chromecast suporting Apps : Netflix, Prime Video, Disney+ Hotstar | 5000+ apps from Play Store |Quad core Cortex A55 | Chromecast built-in | Ok Google | Auto Low Latency Mode | 1.5 GB RAM + 8GB Storage|Display: Full HD | Vivid Picture Engine|Warranty Information: 1 year comprehensive warranty on product and 1 year additional on Panel provided by the brand from the date of purchase","29,999",Mobile > Phones > Mid-Tier,Electronics,Premium
B0BPCJM7TB,"WIDEWINGS Electric Handheld Milk Wand Mixer Frother for Latte Coffee Hot Milk, Milk Frother for Coffee, Egg Beater, Hand Blender, Coffee Beater with Stand","The battery operated milk frother is easy to control and easy to clean, use with 2 AA batteries. Handheld version makes the frother easy to use by hand. Battery operated milk frother will be very easy to install.|15 seconds is enough to make cup of frothy drink by this milk frother, you can use it as coffee frother, latte frother, foam maker, hot chocolate maker, matcha whisk and other drink blender. Note Not recommended for heavy usage|WIDEWINGS milk frother can be used for cappuccino, caffè latte, hot chocolate, frappè, milkshake and any other drinks. It’s easy to make drinks by this milk frother handheld version.|Not Included for safety , please insert new batteries in opposite direction only|OPERATED BY AA 1.5 V x 2 Batteries (NOT included) & Color send as per availabilty.",999,Home > Kitchen > Mixer,Home & Kitchen,Value
B09VPH38JS,SaleOn Instant Coal Heater 500W Charcoal Burner Electric Stove Hot Plate - Mix Colors - Pack of 1 - Only Charcoal Heater,"Size: 15*15*5.5cm Material: Stainless steel Color: Mix colors , Package content: 1*Electric cooker 4*Rubber feet 1*English user manual 1*box|Brand new and high quality Charcoal ready in just 3-5 minutes|Electric-heating charcoal starter Optional on/off switch|High quality, excellent polishing indicates quality of life Thermal fuse for safe use Non-slip feet Plug|The light on the front of the shell goes out when the Heater reaches highest temperature. It will restart automatically again and again.","1,499",Home > Kitchen > Heater,Home & Kitchen,Value
B00P93X2H6,"Classmate Pulse Spiral Notebook - 240 mm x 180 mm, Soft Cover, 200 Pages, Unruled","The cover design of the notebook is subject to change, it depends on stock availability 1 Subject Notebook - Unruled, 200 Pages, Spiral Binding, Soft Cover, 240mm x 180mm Notebooks for every subject for hassle-free note-taking during classes or lectures Classmate uses elemental chlorine free paper This notebook consists of high quality papers Country of Origin: India",75,Stationery > Notebooks > Spiral Notebooks,Other,Value
B07WGPBXY9,"Pigeon by Stovekraft Quartz Electric Kettle (14299) 1.7 Litre with Stainless Steel Body, used for boiling Water, making tea and coffee, instant noodles, soup etc. 1500 Watt (Silver)","Hygienic Stainless Steel Body: Now you can make hot water, green tea, lemon water, soups with Pigeon Quartz Stainless Steel electric kettle 1.7 Litre with less efforts in minutes|Single Push flip Glass lid: The single touch locking Glass lid mechanism in Pigeon Quartz Electric Kettle 1.7 Litre ensures a quick seal to prevent steam from escaping and water to boil in no time.|360 degree rotational base: The 360° rotational swivel power base in Pigeon Quartz Electric Kettle 1.7 Litre allows you to plug it in any direction with desired jug handle position. The base helps in ease movement to carry and serve the hot water.|Auto cut off: This kettle has illuminated power indicator which glows when power is on and switches off when Pigeon Quartz electric kettle 1.7 Litre automatically off. The automatic cut off feature cuts off the power supply, when the water is boiled. It protects the appliance from damage, making it safe and improves its lifespan of the Electric kettle.|Cool touch handle: Elegant heat resistant handles make you for ease movement of your Pigeon Quartz electric kettle 1.7 Litre and extremely durable in usage with no hassle.|240 Voltage Power Requirement and 1500 Watt Power consumption, Capacity 1.7 Litre|1 Year Warranty from the Manufavturer","1,249",Home > Kitchen >Electric Kettle,Home & Kitchen,Value
B08FGNPQ9X,"Zinq UPS for Router, Mini UPS for 12V WiFi Router Broadband Modem with Upto 4 Hours Power Backup, Upto 2Amp, Works with Existing Adapter, Also Works with Set-top Box, Smart Camera, CCTV (Black)","Smart Charging: The smart battery management system automatically charges the UPS battery when the power is switched on and during power cuts spontaneously switches to battery mode.|Up to 4 hours of backup: The UPS provides 4 hours of seamless power backup for your WiFi or ADSL router.|Easy installation: It is DIY friendly as it can be installed within 30 seconds.|Product Certification: BIS certified, consumer-grade CE, RoHS certified|Warranty: 1 year from the date of purchase as provided by the manufacturer|Includes 4 connectors, of which 2 are for input and 2 are for output.|Customer Support: +91-8373938888 , customerservice@zinqtech.com","2,999",Electronics > Power Solutions > Router,Electronics,Mid-Range
B094JB13XL,"Noise ColorFit Ultra Smart Watch with 1.75"" HD Display, Aluminium Alloy Body, 60 Sports Modes, Spo2, Lightweight, Stock Market Info, Calls & SMS Reply (Space Blue)","1.75” TruViewTM display: See the clear, bigger picture on the 1.75’’ touch screen with 320*385 pixels.|Grade 6061 aluminium body: Crafted from Grade 6061 aluminium, ColorFit Ultra can withstand daily rough use with ease.|Personal health assistant: Take care of your health with features like blood oxygen, heart rate, stress, REM & sleep monitors.|SpO2 monitor: Measure your blood oxygen level anytime on the SpO2 monitor, with just a tap.|60 sports modes: With 60 sports modes, you are spoilt for choices; just pick and play your sport.","5,999",Mobile > Phones > Premium Tier,Apparel & Accessories,Mid-Range
B07SLNG3LW,"Inalsa Vacuum Cleaner Wet and Dry Micro WD10 with 3in1 Multifunction Wet/Dry/Blowing| 14KPA Suction and Impact Resistant Polymer Tank,(Yellow/Black)","Wet or dry, bagged or bagless - No matter it is dust, hair, daily waste, the device can clean the dirt perfectly. You don't need to change filter during operation. Please take out the cloth dust filter and use sponge filter when sucking liquid|Blower function- The blower function is suitable for drying and cleaning of narrow and hard- to-reach indoor or outdoor areas. For effective blowing results, do not use any filter in vacuum cleaner. To hold a large amount of waste, this vacuum cleaner boasts a container capacity of 10 litres|Powerful and durable – Equipped with powerful motor delivers 14KPA strong suction power and ensures long time operation. The vacuum cleaner has an impact resistant polymer tank for longer usage life|Safe buoy technology – Safe Buoy technology immediately stops sucking water when the liquid capacity reaches the critical point. This protects the machine from being damaged and guarantees superior lifetime. This device ensures low-noise operation|Flexible and convenient - With ergonomically carry handle, along with four 360° rotating wheels enable it to move flexibly to anywhere you need. Its compact and lightweight is easy to store without occupying much space","10,295",Home > Cleaning > Vacuum cleaner,Home & Kitchen,Premium
B09R83SFYV,"Akiara® - Makes life easy Mini Sewing Machine with Table Set | Tailoring Machine | Hand Sewing Machine with extension table, foot pedal, adapter",AFTER SALES SERVICE Tailoring Machine is user-friendly. Please Contact Us by EMAIL if there is any issue during operation. We are always here and happy to assist every customer.,"2,499",Home > Appliances > Sewing Machines,Home & Kitchen,Mid-Range
B0BNDD9TN6,WANBO X1 Pro (Upgraded) | Native 1080P Full HD | Android 9 | Projector for Home | LED Cinema | 350ANSI | 3900 lumens | WiFi Bluetooth | HDMI ARC | Dolby DTS | 4D Keystone Correction (Global Version),"✔️ Powerfully Compact: Wanbo X1 pro boasts incredible brightness, wireless screen sharing, booming sound, and crystal-clear Native Full HD resolution, all in lightweight, and compact form factor. X1 turns any room into a home theatre, with a wide projection range that spans from 40 to 200 inches – allowing you to enjoy big-screen immersion with ease.|✔️ With 350 ANSI lumens light output and 87% NTSC color space coverage, X1 Pro projects bright and crisp Full HD (1920 x 1080) resolution images. A mercury-free RGB LED light source ensures gorgeous, fade-free projections for up to 20 years, or about 30,000 hours of use.|✔️ Full Glass Lens, Clear and Durable: Clear picture as you see, multi-layer coated glass lens, high refractive index and will not be affected / distorted by temperature, wear-resistant and easy to maintain.|✔️Stream it All: Enjoy your favorite apps, shows, movies, games, and more all in one place. The 2022 new X1 pro comes with Google Android 9.0 system. Now seamlessly display content from Netflix, Hotstar, Prime Video, YouTube etc. With its pre-installed Google Play Store, one can download and install more than 5000+ Apps.|✔️ 20000+ Hours Lamp Life & Professional Support - Wanbo projectors come with 1 year warranty and professional support throughout the life. Feel free to contact us in case of any issues.","28,900",Mobile > Phones > Premium Tier,Electronics,Premium
B00B7GKXMG,Wipro Smartlife Super Deluxe Dry Iron- 1000W,"Scratch resistant sole plate;Adjustable thermostat controls|teflon non-stick coating;Easy Glide: Reaches into hard to reach areas|Smoothest coating duPont;Smoothest coating dunpont teflon non-stick coating; Auto off pilot light;Warranty: 2 years on product|Power: 1000 watts;Includes: Electric iron, Instruction manual and Warranty card|Material Type: Aluminium",850,Mobile > Phones > Premium Tier,Electronics,Value
B09GYBZPHF,"Lifelong LLMG93 500 Watt Duos Mixer Grinder, 2 Stainless Steel Jar (Liquidizing and Chutney Jar)| ABS Body, Stainless Steel Blades, 3 Speed Options with Whip (1 Year Warranty, Black)","2 jars liquidizing jar (1.25 Litres) and chutney jar (0.4 litres)|Operating Voltage: 220 - 240 volts, Frequency: 50Hz 1Phase|1 Year Lifelong Online Retail Pvt. Ltd. Warranty|The mixer has three blades at the bottom that grinds all your ingredients to a smooth paste or powder ; Revolutions: 18000 RPM ; Material: Stainless Steel|3 speed control motor; Multi-functional blade system|Operating noise levels between 80-90 dB; Initial burning smell is to be expected due to evaporating varnish, which is normal","2,499",Home > Kitchen > Mixer,Home & Kitchen,Mid-Range
B08TV2P1N8,"boAt Rockerz 255 Pro+ in-Ear Bluetooth Neckband with Upto 40 Hours Playback, ASAP  Charge, IPX7, Dual Pairing, BT v5.0, with Mic (Active Black)",Playback- Leave all charging worries at bay as the Rockerz 255 Pro+ comes with a humongous battery back up of upto 40 hours(@50% volume|ASAP Charge- With a few minutes of ASAP Charge you can get upto 10 hours of audio time by charging them for only 10 mins. Charging Tme : 1.5 H|Drivers- The unbeatable boAt signature sound shines through no matter what are you playing courtesy its 10mm drivers.|IP Rating- Rockerz 255 Pro+ are perfect for the outdoors and daily workout as they are IPX7 rated.|Controls- Its multi-function Integrated controls lends an intuitive listening experience with volume increase and Decrease and Stop and Play buttons|Dual Pairing- This neckband features dual pairing so that you can connect 2 devices at once. Live a wireless life with advanced BT 5.0 technology.|Magnetic Earbuds- Live tangle- free life with its magnetic earbuds. Note: They do not support play/pause function,"3,990",Mobile > Phones > Premium Tier,Electronics,Mid-Range
B0BJYSCWFQ,"Kitchengenix's Mini Waffle Maker 4 Inch- 350 Watts: Stainless Steel Non-Stick Electric Iron Machine for Individual Belgian Waffles, Pan Cakes, Paninis or Other Snacks (Red)","MORE THAN WAFFLES: Make your favorite breakfast classics, or get creative with waffled hash browns, cookies and even biscuit pizzas. Any batter will “waffle” into single serving portions. Great for families or on the go.|MINI IS MIGHTY: With a 4” nonstick cooking surface, this is a MUST-HAVE for that first apartment, smaller kitchen, college dorm, or camper/RV and stores easily in a kitchen cabinet or drawer.|MINI IS MIGHTY: With a 4” nonstick cooking surface, this is a MUST-HAVE for that first apartment, smaller kitchen, college dorm, or camper/RV and stores easily in a kitchen cabinet or drawer.WAFFLY EASY: Simply plug it in and go; the Waffle Maker heats up in minutes. Dual non-stick surfaces provide an even cook for consistent results and delicious golden waffles every time. Nonstick surfaces make cleanup a snap.|Non Stick Thick Waffle Maker Pan : You can experience non stick cooking wit this waffle maker gas, This waffle making machine offers rich thick Belgian baffles.|Durable and Energy Efficient : KITCHENGENIX brand is known for high quality material, we never compromise with quality and assure you great quality waffles maker.","1,999",Home > Kitchen > Waffle Maker,Home & Kitchen,Value
B014I8SSD0,"Amazon Basics High-Speed HDMI Cable, 6 Feet - Supports Ethernet, 3D, 4K video,Black","Please select appropriate display resolution & refresh rate for proper display output. HDMI A Male to A Male Cable: Supports Ethernet, 3D, 4K video and Audio Return Channel (ARC)|Connects Blu-ray players, Fire TV, Apple TV, PS4, PS3, XBox one, Xbox 360, computers and other HDMI-enabled devices to TVs, displays, A/V receivers and more|Cable allows you to share an Internet connection among multiple devices without the need for a separate Ethernet cable|Meets HDMI 2.0 standards (4K Video at 60 Hz, 2160p, 48 bit/px color depth) that supports bandwidth up to 18Gbps and backwards compatible with earlier versions|Cable Length: 6 feet (1.8 meters); 1 year limited warranty",475,Electronics > Accessories > Hdmi Cable,Electronics,Value
B0116MIKKC,Goldmedal Curve Plus 202042 Plastic Spice 3-Pin 240V Universal Travel Adaptor (White),LED indicator|Trendy two colours|Compatible with worldwide plugs|Ergonomic product design,171,Electronics > Accessories > Power Adapters,Electronics,Value
B09VCHLSJF,OnePlus 108 cm (43 inches) Y Series 4K Ultra HD Smart Android LED TV 43Y1S Pro (Black),"Resolution : 4K Ultra HD (3840x2160) | Refresh Rate : 60 Hertz|Connectivity: 3 HDMI ports to connect set top box, Blu Ray players, gaming console | 2 USB ports to connect hard drives and other USB devices | Dual-band Wi-Fi|Sound : 24 Watts Output | Dolby Audio | Dolby Atmos Decoding|Smart TV features: Android TV | OnePlus Connect Ecosystem| Google Assistant | Chromecast, Miracast, DLNA | Auto Low Latency Mode | Supported Apps : Netflix, Youtube, Prime Video, Hotstar, SonyLiv, Hungama, JioCinema, Zee5, Eros Now, Oxygen Play|Display : Bezel-less Design | Decoding of HDR10+ HDR10, HLG | 1 billion colors | Gamma Engine with MEMC|Warranty Information: 1 year comprehensive warranty and additional 1 year on panel provided by the manufacturer from date of purchase|Installation/Wall mounting/demo will be arranged by Amazon Home Services. For any other information, please contact Amazon customer support | Wall Mount is not included in the box and will be charged extra at the time of installation|Easy returns: This product is eligible for replacement within 10 days of delivery in case of any product defects, damage or features not matching the description provided","39,999",Mobile > Phones > Premium Tier,Electronics,Premium
B09YLYB9PB,"Ambrane 60W / 3A Fast Charging Output Cable with Micro to USB for Mobile, Neckband, True Wireless Earphone Charging, 480mbps Data Sync Speed, 1m Length (ACM - AZ1, Black)","Fast Charging Cable - The cable can support upto a charging speed of 3A making it the optimal for Quick Charge / Rapid Charge and Turbo Charge devices.|Durable Cable- Using only premium quality materials and a tough, durable PVC Coating, the Ambrane USB cable is built for connecting and disconnecting over and over again without signal loss.|High Speed Data Transfer- 480 Mbps data transfer speed allows you to sync the data to the computer or other USB devices within few seconds.|Genuine USB Connectors- We use only certified and high-quality connectors ensuring not only the safety of the connected device but also reliable charging and high-speed data transmission|Universal Compatibility - Cable is fully compatible with Android Devices, Tablets, Bluetooth speakers, cameras, camcorders etc. and any other device that charges through a Micro USB cable.",399,Mobile > Phones > Value Tier,Electronics,Value
